"time";"keyWords"
"2015-03-26";"上櫃,精材,申購,公開,27,凍結資金,30,台積電,供應鏈,封裝,外資,33,和碩,國際,呈現,億元,2474,展開,如可成,個股,外資,33,和碩,國際,呈現,億元,2474,展開,如可成,個股,台股,10,出現,26,儘管,9600,國際,季後台,壓力,88,指數,3.64,中箭落馬,亞股,292,2.37,但港滬,4.6,創近,15.7,半導體,重挫,4.3,ADR,加權指數,了結,2330,受美股,台積,25,外資,五檔,資金,超前,25,524.23,億元,匯入,到昨,亞科,台股,10,出現,26,儘管,9600,國際,季後台,壓力,88,上櫃,精材,申購,公開,27,凍結資金,30,台積電,供應鏈,封裝,半導體,重挫,4.3,ADR,加權指數,了結,2330,受美股,台積,25,外資,五檔,資金,超前,25,524.23,億元,匯入,到昨,亞科,指數,3.64,中箭落馬,亞股,292,2.37,但港滬,4.6,創近,15.7"
"2015-04-21";"權證,台積電,股價,波動,法說,會前,元富,會後,帶動,2330,半導體,產值,億美元,IHS,全球,70.2,2454,來到,2013,9.2,多點,指數,500,呈現,下壓,小漲,556,指期,22,但台,一度,3008,上櫃,9598,上探,3658,1895,以平,3010,9600,權證,業績,勝率,台積,市場,和碩,4938,2330,台股,投資人,台積,預期,跌幅,不過,20,155,全數,2330,以來,3.05,價差,上漲,價平,分析師,介於,亞股,200,台股,不太有,偏弱,TSIA,半導體,台灣,超群,5351,來到,億美,4.8,WSTS,2015,TSIA,半導體,台灣,超群,5351,來到,億美,4.8,WSTS,2015,多點,指數,500,呈現,下壓,小漲,556,指期,22,但台,半導體,產值,億美元,IHS,全球,70.2,2454,來到,2013,9.2,權證,業績,勝率,台積,市場,和碩,4938,2330,台股,投資人,一度,3008,上櫃,9598,上探,3658,1895,以平,3010,9600,價差,上漲,價平,分析師,介於,亞股,200,台股,不太有,偏弱,PC,手機,旺季,兩大,傳統,6202,台積電,IC,不變,市場需求,權證,台積電,股價,波動,法說,會前,元富,會後,帶動,2330,PC,手機,旺季,兩大,傳統,6202,台積電,IC,不變,市場需求,台積,預期,跌幅,不過,20,155,全數,2330,以來,3.05"
"2015-07-21";"股息,億元,發放,台股,5.6,健保,166,不僅,入帳,保費,早盤,作收,再創,台股,9010.71,9000,回穩,債務,希臘,上揚,公司債,鴻海,購買,投資,交易員,企業,公債,台積,去化,不錯,過熱,手機,高通,晶片,820,供應鏈,同樣,市況,Snapdragon,問題,上漲,點的,指期,36,85,120,887,上影線,8936,不斷,台股,今天,出現,分析師,兆豐,2330,000,多空,前低,低點,穩定,市場,動能,000,大關,20,後市,台股,成長,強勁,市場,扭轉,大盤,人氣,六個,惟老,上影線,技術,750,低點"
"2015-12-11";"市場,供應鏈,亮燈,壓力,台積電,3131,大漲,勁揚,如弘塑,10,10,預期,2330,台積電,297,11,合併,634.28,回溫,億元,避險,人民幣,財務,期交所,2016,使具,公會,150,人員,出期招,再度,不過,8115.89,召開,8200,台股,國聯,增強,100.28,以小,零組件,汽車,11,仍熱,前三大,分別,創高,市場,個股,店頭,億元,智晶,新高,4.9,二極體,10,1.4,5245,佳績,74.5,2016,台股,800,位階,強力,呂智穎,成長,挑戰,指數,依舊,台積電,外資,評等,看好,報告,A10,2330,優於,大盤,恢復"
"2015-06-21";"季增,71,454,個股,五檔,2330,億元,9.02,反彈,23,上周,寶座,台股,四檔,13,大盤,568,愈來愈,報酬率,0.19,遊戲,畫面,E3,即將來臨,前哨站,90,國際,300,參訪,奪目,股東,除權,扣抵,台股,個股,不利於,填權,再逢,名單,回補,除權,相關,參考,報價,反應,券源,以台,對於,價差,市場"
"2015-02-26";"壽險,加持,國泰,分析師,台股,2881,延續,成長,富邦金,個別,認購,盤中,權證,上漲,上證指數,ETF,006205,中國,來到,1.77,影響,MSCI,9610,億急,今收,22.82,兩日,80,加權指數,152,指數,萬點,短線,區間,動能,回檔,大寶,來看,台股,出現,出現,高檔,16,相對,期貨,價差,228,分析師,大寶,台股,USB,3.1,內建雙,主機板,台股,5269,九檔,帶動,Type,亮麗,壽險,加持,國泰,分析師,台股,2881,延續,成長,富邦金,個別,出現,高檔,16,相對,期貨,價差,228,分析師,大寶,台股,指數,萬點,短線,區間,動能,回檔,大寶,來看,台股,出現,USB,3.1,內建雙,主機板,台股,5269,九檔,帶動,Type,亮麗,影響,MSCI,9610,億急,今收,22.82,兩日,80,加權指數,152,認購,盤中,權證,上漲,上證指數,ETF,006205,中國,來到,1.77"
"2015-06-11";"億元,營收,月減,推估,6.9,三個,下單,10,12,615.15,台積電,張忠謀,副董事長,小漲,13,2330,上揚,成長,0.36,139.5,大立光,今日,元關,3008,光及,價齊揚,390,大盤,大立,300,上櫃,投資人,企業,如股,廣大,后漢,微科,狀況,營運,櫃買,評鑑,治理,企業,公司,到場,並成,台灣,70,人選,上櫃,現貨,指期,失土,台股,再告,063,導致,119,大漲,市場,期貨,多方,對於,分析師,帶動,富邦,今早,人氣,成為,亞洲,台股,上漲,台積電,單日,9298,51,20,大漲,106,加權指數,順利,台積電,目標,客戶,單及,2.87,140,2330,單說,元關,一度,IMF,並上,促美,世銀,9358,236,債務,1.38,277,調整,表現,庫存,客戶,合併,收受,同步,上揚,2330,動能,百點,大漲,台股,9298,加權指數,106,1.16,上漲,危機,以來"
"2015-01-12";"CES,聯網,Gartner,市調,嶄新,成為,暢旺,PC,更將,新興,台灣,9300,台幣,企業,32,低於,因為,增強,9600,儘管,留意,機會,空間,波動,亦可,交易,也須,USB3,台積電,15,CES,聯網,Gartner,市調,嶄新,成為,暢旺,PC,更將,新興,084488,C1,凱基,權證,月光,不墜,2330,台積電,16,奈米,留意,機會,空間,波動,亦可,交易,也須,USB3,台積電,15,084488,C1,凱基,權證,月光,不墜,2330,台積電,16,奈米,台灣,9300,台幣,企業,32,低於,因為,增強,9600,儘管,成長,創意,3443,69.52,來到,TV,13,12.56,IC,億元,營收,盤中,去年,第四季,一度,2330,12,中聯,來到,122.04,情怯,31,台積,台股,五個,多數,大盤,共計,市場,外資,震盪,盤前,盤中,來到,低盤,9233,9187,9188,偏空,以平,美國,龍頭,12,周也將,台積電,不僅,市場,左右台,LED,打頭陣,電子展,列印,參與,亮點,友達,CES,2379,市場,權證,投資人,美國,龍頭,12,周也將,台積電,不僅,市場,左右台,LED,打頭陣,情怯,31,台積,台股,五個,多數,大盤,共計,市場,外資,12,報告,美國,投資人,就業,不強,影響,平盤,好壞,意願,營收,盤中,去年,第四季,一度,2330,12,中聯,來到,122.04,電子展,列印,參與,亮點,友達,CES,2379,市場,權證,投資人,12,報告,美國,投資人,就業,不強,影響,平盤,好壞,意願,成長,創意,3443,69.52,來到,TV,13,12.56,IC,億元,震盪,盤前,盤中,來到,低盤,9233,9187,9188,偏空,以平"
"2015-04-20";"股王,台股,地震,上午,多時,原來,3008,大盤,出現,大立光,上周五,52,准許,合約,傳出,ETF,500,導致,大陸,530,台股,野村,多點,出現,季將,外資,9886,對以,市場,19,台股,扣抵,成交量,3.75,兩稅,去了,原來,千億元,100,大戶,聯電,2303,台積電,供應鏈,召開,2330,外資,半導體,季營,29,資金,台股,扣抵,成交量,原來,兩稅,1600,去了,千億,100,股利,展延,扣抵,大寶,保費,不會,愈來愈,兩稅,專業,愈來愈多,陸股,降準,紛紛,今早,4352,儘管,再創,中國,以來,亞股,聯電,2303,台積電,供應鏈,召開,2330,外資,半導體,季營,29,陸股,降準,紛紛,今早,4352,儘管,再創,中國,以來,亞股,外資,現貨,指數,整周,上周,台股,幾乎,季線,後市,回測,外資,現貨,指數,整周,上周,台股,幾乎,季線,後市,回測,資金,台股,扣抵,成交量,原來,兩稅,1600,去了,千億,100,上周五,52,准許,合約,傳出,ETF,500,導致,大陸,530,台股,野村,多點,出現,季將,外資,9886,對以,市場,19,股利,展延,扣抵,大寶,保費,不會,愈來愈,兩稅,專業,愈來愈多,台股,扣抵,成交量,3.75,兩稅,去了,原來,千億元,100,大戶,股王,台股,地震,上午,多時,原來,3008,大盤,出現,大立光,外資,五個,不旺,台積,16,10,台股,大盤,亞洲,台積電,外資,五個,不旺,台積,16,10,台股,大盤,亞洲,台積電"
"2015-01-10";"台股,壓力,受權,以來,問題,但櫃,呈現,外資,先跌後漲,周線,12,30,營收,去年,上市,半導體,創下,分析師,台積,兆元,台股,周線,台積電,215,3.2,15,之後,外資,22,分析師,台積電,太陽能,台灣,大廠,兩成,億元,主導,張忠謀,固態,事業,金額,本周,台股,億元,周線,低點,200,174.1,三大,外資,台積電,商機,交戰,中長線,2330,多空,帶動,時候,成長,不過,新台幣,外資,台股,法人,多空,32,大關,2330,回穩,帶動,台股,壓力,受權,以來,問題,但櫃,呈現,外資,先跌後漲,周線,法說,作收,15,2330,2015,1.1,兩支,3008,分別,2.9,12,30,營收,去年,上市,半導體,創下,分析師,台積,兆元,金額,本周,台股,億元,周線,低點,200,174.1,三大,外資,法說,作收,15,2330,2015,1.1,兩支,3008,分別,2.9,新台幣,外資,台股,法人,多空,32,大關,2330,回穩,帶動,台積電,商機,交戰,中長線,2330,多空,帶動,時候,成長,不過,歐元區,希臘,單日,億元,國家,台股,2015,180,外資,市場,歐元區,希臘,單日,億元,國家,台股,2015,180,外資,市場,台積電,太陽能,台灣,大廠,兩成,億元,主導,張忠謀,固態,事業,台股,周線,台積電,215,3.2,15,之後,外資,22,分析師"
"2015-03-28";"企業,30,毛利,台灣,擁有,單季,1000,季財報,市場趨勢,創近,亂流,但台,500,不斷,600,27,2007,196,2311,859,三個,2.5,115,503,2014,195.9,10,以來,17,27,外資,億元,匯兌,17,27,分析師,206,12,即將,196,外資,億元,匯兌,17,27,分析師,206,12,即將,196,國際,指數,775,大關,億元,台股,394,500,帶動,外資,國際,指數,775,大關,億元,台股,394,500,帶動,外資,大盤,三大,法人,台股,台積,9503.72,26.6,330.8,億元,外資,企業,30,毛利,台灣,擁有,單季,1000,季財報,市場趨勢,創近,亂流,但台,500,不斷,600,27,2007,196,2311,859,指數,外資,台股,保衛戰,以來,6.8,196,9500,倒貨,9503,指數,外資,台股,保衛戰,以來,6.8,196,9500,倒貨,9503,大盤,三大,法人,台股,台積,9503.72,26.6,330.8,億元,外資,業者,針對,宏碁,影響,強勢,個人電腦,PC,後市,歐洲,手機,三個,2.5,115,503,2014,195.9,10,以來,17,27,業者,針對,宏碁,影響,強勢,個人電腦,PC,後市,歐洲,手機"
"2015-12-17";"出現,出盡,16,MACD,FED,500,台股,商品價格,反應,不過,股價,5.5,仍將,代工廠,2330,143.5,140,16,元作收,估台,手機,晶片,研發,高通,自主,投入,客戶,TrendForce,尋求,市調"
"2015-04-19";"績效,年增率,布局,上周,3.5,4.76,億元,15.7,6.44,兩周,選股,內容,台積電,2330,國際,半導體,大學,大廠,強行,幾乎,上周,五檔,冠軍,勝過,兩檔,4.54,10,各達,亮麗,個股,現貨,期指,出現,17,反彈,價差,9600,台積,並於,導致,上周,五檔,冠軍,勝過,兩檔,4.54,10,各達,亮麗,個股,IADI,亞太區,30,兒童,企業,台灣,司法院長,周邊,一個,儀式,問題,國際,大當機,9600,中國政府,大關,夾擊,希臘,專家,台股,台股,低點,158,台積電,加權指數,46,周線,外資,因台,台積,半導體,是否,台積電,動作,同時,台積,上具,17,大盤,互動,中科大,大學,佛光,報酬,兩隊,報酬率,再接再厲,奪冠,大盤,以後,績效,年增率,布局,上周,3.5,4.76,億元,15.7,6.44,兩周,區間,台股,勢將,200,億元,召開,000,大盤,國際,600,預期,台積,預估,市場,3.05,億元,1.,2040,EPS,但據,問題,國際,大當機,9600,中國政府,大關,夾擊,希臘,專家,台股,預期,台積,預估,市場,3.05,億元,1.,2040,EPS,但據,現貨,期指,出現,17,反彈,價差,9600,台積,並於,導致,區間,台股,勢將,200,億元,召開,000,大盤,國際,600,選股,內容,台積電,2330,國際,半導體,大學,大廠,強行,幾乎,中科大,大學,佛光,報酬,兩隊,報酬率,再接再厲,奪冠,大盤,以後,IET,半導體,上櫃,1.39,上漲,95.7,2330,III,作收,4971,半導體,是否,台積電,動作,同時,台積,上具,17,大盤,互動,IET,半導體,上櫃,1.39,上漲,95.7,2330,III,作收,4971,台股,低點,158,台積電,加權指數,46,周線,外資,因台,台積,IADI,亞太區,30,兒童,企業,台灣,司法院長,周邊,一個,儀式"
"2015-06-07";"市場,相對,破百,成交,債務,危機,台股,對於,宏達,加碼,蘋果,大會,預期,開發商,帶動,25,iOS,手機,iPhone,WWDC,進出口,記者會,大寶,先進,大會,投信,投資,統計數據,全國,股東會,股東會,召開,王台,國泰,台股,如權,熱鬧,報告,產業,帶動,,WWDC,電子,作業系統,Mac,iOS,台灣,大會,OS,市場,國際,財政部,統計,公布,富邦金,學校,商業,全國,國內,市場,中央銀行,內容,半導體,世界級,及聯,五檔,台積電,國際,大學隊,2330,一檔"
"2015-03-19";"選擇權,賣權,500-9,買權,平倉,900,集中,1.16,ratio,1.12,外資,目標價,160,2020,台積電,191,10,2330,奈米,189,盤中,上漲,2330,前高,Fed,2317,國聯,不變,在鴻海,台股,台股,外資,加持,回籠,則啟,回補,859,18,在內,內資,台股,3.02,影響,台積,並不,三大,成為,承壓,平盤,18,9700,以大漲,可偏,Fed,出爐,同受,回籠,外資,台股,分析師"
"2015-06-14";"佛光,中科大,上周,冠軍,台股,則是,0.4,外資,型態,個股,年線,失守,台股,9301.93,呈現,半年線,億元,819.29,周線,國聯,個股,半導體,世界級,231,五檔,10,及聯,國際,台積電,2330,蒸發,1.08,兆元,3.82,信義,500,台灣大,創下,合計,加權指數"
"2015-10-16";"600,但台,15,僅能,並且,千億,大關,大陸,創下,中國,台積電,目標價,外資,充滿信心,元到,2330,召開,16,半導體業,之間,回流,2330,台股,呈現,Fed,協理,國聯,富蘭克林,外資,亞洲,積電,蘋果,iPhone,三星,有台,測試,爆發,民眾,比台,片門,指數,市場,台積電,亞股,台股,加權指數,亞洲,8600,全開,工業,200,盤中,半導體,之後,台積電,不過,2330,亞洲,台股,8600,法說,權證,多家,台積,參與,2330,外資,上漲,台積電,個股,外資,買超,億元,回補,32,借券,111,900,其餘,五個,指數,表現,Morgan,JP,Wal,15,台股,大立光,Mart,市場"
"2015-01-09";"權證,標的,出現,商台驊,中國,上漲,3017,大陸,3680,廠家,台積,台股,亞股,受阻於,介於,971.35,22.45,2015,9215.58,億元,來到,營收,億元,3.8,2225.21,39.9,傳統,12,6.44,2330,權證,標的,出現,商台驊,中國,上漲,3017,大陸,3680,廠家,現貨,大漲,相對,Fed,200,上漲,台股,就業,213,差轉,台積電,2330,價平,凱基,價外,138,083210,三個,06,1.4,市場,2015,權證,成交量,億元,1.7,075,238,凸顯,3.3,現貨,大漲,相對,Fed,200,上漲,台股,就業,213,差轉,台積,台股,亞股,受阻於,介於,971.35,22.45,2015,9215.58,億元,台積電,2330,價平,凱基,價外,138,083210,三個,06,1.4,台股,157,千億元,亞洲,不會,9238,來到,在內,國聯,台積電,蘋果,歐系,外資,2330,兩家,台積,台積電,召開,並非,A9,權值,不淡,2330,台積電,反彈,157,均線,人氣,多頭,12,受壓,台積,亞股,9230,9300,因為,外資,導致,26,出現,台股,157,千億元,亞洲,不會,9238,國聯,大漲,在內,來到,台股,157,千億元,亞洲,不會,9238,來到,在內,國聯,台積電,台股,157,千億元,亞洲,不會,9238,國聯,大漲,在內,來到,受壓,台積,亞股,9230,9300,因為,外資,導致,26,出現,市場,2015,權證,成交量,億元,1.7,075,238,凸顯,3.3,來到,營收,億元,3.8,2225.21,39.9,傳統,12,6.44,2330,權值,不淡,2330,台積電,反彈,157,均線,人氣,多頭,12,蘋果,歐系,外資,2330,兩家,台積,台積電,召開,並非,A9"
"2015-03-27";"指期,千口,動盪,影響,兆豐,分析師,呈現,國際,持續,市場,協理,台股,500,保衛戰,亞股,三大,26,壓回,600,作收,億元,台積電,Ti,上櫃,二線,15.0,不淡,合併,14.85,3264,股息,不過,4930,台股,全數,回檔,大盤,600,對於,26,格羅,方德,記憶體,技術,揮發性,晶片,嵌入式,商機,eNVM,大廠,股息,不過,4930,台股,全數,回檔,大盤,600,對於,26,指期,千口,動盪,影響,兆豐,分析師,呈現,國際,持續,市場,營收,台積電,不及,兩成,20,報告,原估,12,奈米,外資,重挫,大跌,昨天,9619,9600,25,1.32,145.5,3.64,4.6,指數,台股,走低,出現,9650,心態,成為,9400,115.40,拉長,台積電,晶圓,代工,12,但台,半導體,可達,26,優於,台積,億元,台積電,Ti,上櫃,二線,15.0,不淡,合併,14.85,3264,超過,持續,大盤,全數,大軍,壓境,2330,2317,台積電,平盤,外資,台塑,600,619,億元,保衛戰,26,201,四寶,台積,指期,重挫,3.64,天在,大盤,外資,26,市場,分析師,承壓,外資,台塑,600,619,億元,保衛戰,26,201,四寶,台積,台積電,晶圓,代工,12,但台,半導體,可達,26,優於,台積,指數,台股,走低,出現,9650,心態,成為,9400,115.40,拉長,格羅,方德,記憶體,技術,揮發性,晶片,嵌入式,商機,eNVM,大廠,財報,26,市場,台股,3498,參與,引領,成為,投資人,倒數,財報,26,市場,台股,3498,參與,引領,成為,投資人,倒數,台股,9600,動作,動能,9436,分析師,國際,外資,壓力,回測,重挫,大跌,昨天,9619,9600,25,1.32,145.5,3.64,4.6,超過,持續,大盤,全數,大軍,壓境,2330,2317,台積電,平盤,營收,台積電,不及,兩成,20,報告,原估,12,奈米,外資,指期,重挫,3.64,天在,大盤,外資,26,市場,分析師,承壓,協理,台股,500,保衛戰,亞股,三大,26,壓回,600,作收,台股,9600,動作,動能,9436,分析師,國際,外資,壓力,回測"
"2015-10-07";"基金,台股,績效,科技,最優,少數,報酬,永豐,兩成,相關,市場,一舉,不過,低率,一段時間,488,前波,400,反壓,作收,亞科,高點,指數,上漲,前波,8488,台股,加權指數,8495.23,周前,藥品,委託,Biosimilar,喻為,務實,ADC,技術,CDMO,服務,抗體"
"2015-05-12";"億元,台積電,億美元,214,ASML,0.75,11,2330,6.95,17.71,指期,空單,現貨,王台,707,伴隨,但逢,壓力,不斷,來到,茂迪,提早到,合併,6244,合併案,主管機關,11,基準日,使合,太陽能,台股,一度,值股,加權指數,9637,今早,亞股,回測,26.01,9700,指期,空單,現貨,王台,707,伴隨,但逢,壓力,不斷,來到,震盪,走勢,季線,劇烈,屆時,台股,企業法,6286,力守,左右台,萬點,二周,2009,叩關,出現,兩位數,15,地澆上,外資,台股,台股,回檔,11,台積電,具備,2317,市場,指數,投資人,2330"
"2015-06-08";"作帳,震盪,投信,半年報,台股,PCB,壓力,大盤,台新,將有,作帳,震盪,投信,三大,先鋒,PCB,台股,半年報,多頭,引領,指期,月台,傳出,134121,價差,9348,326,台股,上漲,外資,反彈,台股,修正,半導體,不過,危機,000,存貨,外資,呈現,聯網,夥伴,台灣雙,10,台積電,Windows,ODM,作業系統,帶來,OEM,積電,團隊,一個,併購,兩個,回應,大會,871,客戶,大廠,繁城,景氣,方略,5347,副董事長,2330,外資,代工廠,召開,日系,產生,測試,五個,29,半導體,再次出現,100,問題,共計,回測,企業,10,人臉,作業系統,Windows,Win,190,個資,三大,29,外資,指期,上周,國際,台股,獨弱,整體而言,現貨,淨空,不過,上漲,盤中,台塑,一度,80,140,出現,28.30,9368.43,反彈,董事長,股東會,2330,小時,代工廠,5347,大體,提問,召開,改選"
"2015-01-25";"台股,不過,僅那斯,多於,價量,25,23,寬鬆,出現,9593,大盤,QE,ECB,不會,23,1.76,台積電,3.6,台股,出現,歐洲,上周,QE,台股,600,億元,台積,9500,圍繞,國際,歐洲,上周,QE,台股,600,億元,台積,9500,圍繞,國際,台股,不過,僅那斯,多於,價量,25,23,寬鬆,出現,9593,連續,歐元,來看,四個,反轉,600,19,寬鬆,上揚,已經,寬鬆,量化,上周,外資,台股,亞洲,實施,大漲,三大,ECB,預期,市場,營收,第四季,年增率,今年,finfet,16,nm,115,預期,市場,營收,第四季,年增率,今年,finfet,16,nm,115,連續,歐元,來看,四個,反轉,600,19,寬鬆,上揚,已經,寬鬆,量化,上周,外資,台股,亞洲,實施,大漲,三大,ECB,大盤,QE,ECB,不會,23,1.76,台積電,3.6,台股,出現"
"2015-01-02";"台積,台積電,固態,積電,照明,作價,大勢所趨,二項,互補,太陽能,小資,過年,展延,富邦,不漲,一大筆,對於,情況,投資人,年終,半導體,成長,全球,來到,2330,2014,12,3532,億美元,9.4"
"2015-01-11";"市場,歐美,台股,啟動,有無,機會,帶動,營造,明顯,上影線,2015,震盪,底止,91,周線,先崩挫,問題,實施,ECB,寬鬆,開高,指期,上漲,多頭,35,9300,1.7,大盤,三大,強勢,12,台塑,雄文,CSMIC,互聯網,13,TMT,兩岸,Vision,勞動,董監,改選,企業,15,伺機,2015,吹響,回補,466,投機性,美國,企業,法說,放送,史坦普,15,500,大立光,台廠,200,聯網,big,什麼,things,主軸,thing,CES,一個,市場,internet,2015,震盪,底止,91,周線,先崩挫,問題,實施,ECB,寬鬆,董監,改選,企業,15,伺機,2015,吹響,回補,466,投機性,市場,歐美,台股,啟動,有無,機會,帶動,營造,明顯,上影線,美國,企業,法說,放送,史坦普,15,500,大立光,台廠,200,聯網,big,什麼,things,主軸,thing,CES,一個,市場,internet,開高,指期,上漲,多頭,35,9300,1.7,大盤,三大,強勢,12,台塑,雄文,CSMIC,互聯網,13,TMT,兩岸,Vision,勞動"
"2015-11-15";"舉辦,家電,及利,國內,協商,中興,影響,侵蝕,松山機場,APEC,台灣,企業,創造,動能,價值,冠軍,報導,介紹,之餘,創新"
"2015-08-25";"指期,上漲,來到,606,凌厲,並在,55,3.6,即以,261,反彈,台股,億元,加碼,5000,265.3,7675.64,啟動,勁揚,亞洲各國,國安,進場,周內,50,來看,台積電,2330,反彈,將以,大立光,半導體,台積電,元至,5347,先進,中聯,3658,2303,124,2330,進場,國安,基金,兩次,專家,11,投資,因為,搶先,投資人,生技,櫃買,指數,回籠,4152,3176,增強,不過,基亞,人氣,ETF,走勢,期貨,50,儘管,出現,台灣,上漲,其餘,台股,公股,買超,加碼,行庫,億元,八大,外代,受委,24,實力,權證,市場,認售,大盤,成交,交易,不過,1.5,午盤,多空,權證,大廠,以來,2330,4.8,2454,半導體,台積電,一線,命運,國安,護盤,啟動,機制,基金,往例,原則,並要,召開,50,台股,成康,反轉,550,大盤,並調,對台,800,建議,2015"
"2015-03-01";"奈米,16,量產,製程,20,28,代工廠,50,億元,69,奈米,16,量產,製程,20,28,代工廠,50,億元,69,權重,遭到,MSCI,一盤,來到,並不輕,35,則是,上漲,加權指數,羊年,上揚,全季,再創新高,3593,2.97,力銘,五檔,台股,592,選股,作為,MWC,參考,內容,2392,同時,個股,技術,廠商,羊年,上揚,全季,再創新高,3593,2.97,力銘,五檔,台股,592,權重,遭到,MSCI,一盤,來到,並不輕,35,則是,上漲,加權指數,選股,作為,MWC,參考,內容,2392,同時,個股,技術,廠商"
"2015-12-21";"缺電,發展,台積電,企業界,台達電,台灣,一個月,急如,之蟻,熱鍋,市場,升息,國際,對台,塵埃落定,外資,將視,干擾,內資,反應,矽格,手機,晶片,及物,一線,國內,國際,封測廠,充電,大廠,台積電,中國,16,創新,A10,12,大單,奈米,國華,2330"
"2015-02-27";"股東會,融券,個股,回補,旺季,10,伺機,3474,也將,亞科,MWC,等功,圍繞,手機,充電,周邊,倒數,內部,投顧,大會,股東會,融券,個股,回補,旺季,10,伺機,3474,也將,亞科,MWC,等功,圍繞,手機,充電,周邊,倒數,內部,投顧,大會,3008,台積電,MSCI,2330,26,台股,國際,將台,2.5,不過,3008,台積電,MSCI,2330,26,台股,國際,將台,2.5,不過"
"2015-12-07";"指期,勁揚,其後,一個,元大,550,不過,收斂,後續,填補,權值,收復,一度,8400,一舉,369,今早,125,8500,反彈,指期,收盤,維持,價差,成交量,上漲,495,之間,14,75,淨值,外銀,跨國,資金,台子,250,台積電,因應,合計,企業,IC,設計,族群,題材,不斷,原相,3227,並未,參股,上漲,法人,封裝,1.4,2330,台股,客戶,市場,先進,建議,398.60"
"2015-09-07";"推估,1780,元下,3658,儘管,2017,出現,2016,半導體,10,指數,成交量,做價,尾盤,大盤,原則,31,建議,動作,低於,影響,隨即,000,受權,053.2,7986.56,兩天,14.04,指數,台股"
"2015-07-20";"以小,多空,分析師,台股,力守,758,大盤,對於,大關,000,證券,台股,瑞銀,下半年,儘管,台灣,反彈,750,中國,報告,半導體,造景,匣及,全球定位系統,協定,ITA,印表機,削減,台灣,200,連續,盤勢,現貨,分析師,之後,國內外,市場,呈現,15,四個,擴產,訂單,面板,年增率,交期,半導體,及帆,2016,5536,及股,跌幅,29,336,346.5,IC,2454,元至,5.07,出貨量,31,月台,王台,大盤,中場,導致,大漲,223,尾盤,804,市場"
"2015-02-25";"摩台,結算,指期,持續,可望,整月,創新,台股,投資,強勁,中石化,國泰,標的,AH,10,AN,086219,CPL,成為,1314,晶片,高通,台積電,代工廠,四顆,全開,MWC,2454,供應鏈,手機,半導體,新高峰,2330,報佳音,2311,封測,帶動,2325,年來,1.03,2330,作收,3300,NXE,6.7,151,10,傳捷報,154.5,ASML,兆元,衝上,台積電,市值,3.5,先進,再創,2.5,3.91,再漲,表現,陸股,早盤,指數,2007,65,亞洲,創新,以來,9696,中石化,國泰,標的,AH,10,AN,086219,CPL,成為,1314,2330,作收,3300,NXE,6.7,151,10,傳捷報,154.5,ASML,摩台,結算,指期,持續,可望,整月,創新,台股,投資,強勁,半導體,新高峰,2330,報佳音,2311,封測,帶動,2325,年來,1.03,台股,九點,九六,專家,上調,大漲,帶量,挑戰,投資人,將先,台股,九點,九六,專家,上調,大漲,帶量,挑戰,投資人,將先,羊年,昨天,上衝,9593,99.86,上漲,9638,1147,9629,千億元"
"2015-04-04";"美國,影響,財報,蘋果,打頭陣,匯兌,數據,PC,損失,企業,台股,建議,半導體,反彈,國際,五強,擴大,景氣,復甦,對於,美國,影響,財報,蘋果,打頭陣,匯兌,數據,PC,損失,企業,市場,三大,法人,9600.32,加權,台股,大盤,並以,危機,大關,市場,三大,法人,9600.32,加權,台股,大盤,並以,危機,大關,台股,建議,半導體,反彈,國際,五強,擴大,景氣,復甦,對於"
"2015-07-17";"庫存,半導體,看法,以來,出現,2008,問題,台積電,外資,天數,台股,中國,16,反彈,750.92,032.44,以來,回穩,300,依舊,台股,台積電,上漲,財報,今天,兆豐,000,分析師,台積,大關,台積電,半導體,手機,全球,794.17,市場,大陸,低階,成長,不旺,台積電,外資,股價,積電,一度,加持,ADR,兩大,半導體,多數,上漲,股價,終場,法說,台積電,2330,下修,0.75,140,3.5,分析師,外資,半導體,市場,多空紛,台積,台積電,庫存,成長性,凱基,外資,金管會,億美元,資料,持續,匯出,019,台股,14,匯入,股價,漢微科,盤中,半導體,2330,4.7,元至,出盡,710,兩樣"
