"label";"keyWords"
"up";"歷史,台股,元月,元件,新高,台積電,完畢,77,市場,收創,買盤,成長,表現,營收,法人,多落,強勁,個股,強勢,奧援,營收,蘋果,歷史,供應鏈,上市,新高,2.6,創下,台股,77,現金,股利,4.5,台積,股息,昨天,142.5,加碼,台積電,2330,台積,4.5,3.86,加碼,億元,2330,台積電,同樣,149,2592.93,台股,推升,三大,加權指數,全線,9488,68.52,上漲,呈現,反彈,歷史,台股,元月,元件,新高,台積電,完畢,77,市場,收創,指期,帶動,上漲,亞股,84803,30,但台,18,9462,價差,配發,台積電,現金,股利,推估,166,億元,外資,呼應,4.5,億美元,市值,企業,Mobil,3870,7000,億元,22,7107,10,現金,股利,4.5,台積,股息,昨天,142.5,加碼,台積電,2330,台股,推升,三大,加權指數,全線,9488,68.52,上漲,呈現,反彈,台積,4.5,3.86,加碼,億元,2330,台積電,同樣,149,2592.93,億美元,市值,企業,Mobil,3870,7000,億元,22,7107,10,買盤,成長,表現,營收,法人,多落,強勁,個股,強勢,奧援,指期,帶動,上漲,亞股,84803,30,但台,18,9462,價差,來到,元月,個別,2330,9470,70,149,動向,創新,60,配發,台積電,現金,股利,推估,166,億元,外資,呼應,4.5,來到,元月,個別,2330,9470,70,149,動向,創新,60,營收,蘋果,歷史,供應鏈,上市,新高,2.6,創下,台股,77"
"up";"相對,封關,勉強,因為,協理,MSCI,大盤,富邦,價差,716,指期,外資,台股,國際,後市,1.2,多空,整體而言,單純,封關,股價,均線,優於,勝率,4.5,台積電,多頭,並調,大漲,2330,台積電,148,兩倍,5.5,元作收,4.5,11,一舉,2330,來到,MSCI,封關,74.7,台股,力衝,兩個,同時,外資,11,億元,相對,封關,勉強,因為,協理,MSCI,大盤,富邦,價差,716,指期,外資,台股,國際,後市,1.2,多空,整體而言,單純,封關,加權指數,台股,MSCI,成交,34.09,一盤,752.98,20.87,9496.31,億元,億美元,蘋果,市值,億元,7000,22,7107,10,3870,執行長,加權指數,台股,MSCI,成交,34.09,一盤,752.98,20.87,9496.31,億元,依舊,元收,160,介於,3.8,149,12,11,148,5.5,億美元,蘋果,市值,億元,7000,22,7107,10,3870,執行長,暴動,台股,監獄,影響,外資,不會,462,將屆,民眾,68,暴動,台股,監獄,影響,外資,不會,462,將屆,民眾,68,MSCI,封關,74.7,台股,力衝,兩個,同時,外資,11,億元,依舊,元收,160,介於,3.8,149,12,11,148,5.5,台積電,148,兩倍,5.5,元作收,4.5,11,一舉,2330,來到,股價,均線,優於,勝率,4.5,台積電,多頭,並調,大漲,2330"
"flat";"半導體,預期,訂單,升溫,代工廠,Materials,低於,大廠,來自,季財報,市值,150,2592.93,3.88,上漲,1.5,以台積,一個,兆元,億元,成長,營收,以來,復華,創下,單月,2330,半導體,收月增,全數,指數,權重,新興,MSCI,亞洲,來到,12.43,18.79,分別,1.32,市值,150,2592.93,3.88,上漲,1.5,以台積,一個,兆元,億元,收紅,台股,761.31,33.2,9500,上漲,2014,以來,9529.51,億元,台股,錢冠州,多頭,封關,今天,符合,價差,國泰,上漲,加權指數,半導體,預期,訂單,升溫,代工廠,Materials,低於,大廠,來自,季財報,指數,權重,新興,MSCI,亞洲,來到,12.43,18.79,分別,1.32,即將,資金,現金,300,台股,10,QE,展開,3.1,帶動,成長,營收,以來,復華,創下,單月,2330,半導體,收月增,全數,創意,億元,51.6,2330,69.52,4.38,2013,13,3.27,12.56,收紅,台股,761.31,33.2,9500,上漲,2014,以來,9529.51,億元,創意,億元,51.6,2330,69.52,4.38,2013,13,3.27,12.56,台股,錢冠州,多頭,封關,今天,符合,價差,國泰,上漲,加權指數,即將,資金,現金,300,台股,10,QE,展開,3.1,帶動"
"flat";"成交量,上周,分別,二檔,十檔,24,半導體業,8056,名衝,11,股價,半導體,再創,2330,價位,150,台積電,593,封關,大立光,成交量,上周,分別,二檔,十檔,24,半導體業,8056,名衝,11,股價,半導體,再創,2330,價位,150,台積電,593,封關,大立光"
"flat";"台股,大戰,即將,國際,冷凍,周轉率,市場,年來,之際,凸顯,台股,大戰,即將,國際,冷凍,周轉率,市場,年來,之際,凸顯"
"flat";"台股,羊年,國際,春節,外資,走勢,封關,多頭,兆頭,加碼,陸續,登場,2888,也將,各廠,上陣,2880,國泰,來看,廠商,高點,字型,羊年,解析度,K2K,台股,技術,LTE,出現,大盤,台股,期間,ADR,月光,羊年,兩大,台灣,20,五個,半導體,Apple,MWC,14,上漲,Watch,15,充滿,加權指數,33.2,一個,高點,字型,羊年,解析度,K2K,台股,技術,LTE,出現,大盤,經濟,寬鬆,創新,國際,亞股,上漲,引導,價格,成為,德股,台股,羊年,國際,春節,外資,走勢,封關,多頭,兆頭,加碼,Apple,MWC,14,上漲,Watch,15,充滿,加權指數,33.2,一個,經濟,寬鬆,創新,國際,亞股,上漲,引導,價格,成為,德股,陸續,登場,2888,也將,各廠,上陣,2880,國泰,來看,廠商,台股,期間,ADR,月光,羊年,兩大,台灣,20,五個,半導體"
"up";"資金,本土,實戶,加碼,年來,大戶,情勢,改寫,北東,敲進,權證,紅盤,指數,向上,動能,台股,基於,勢必,國際,加權指數,經濟,上漲,數據,指數,2014,三大,1.38,1.55,53.9,54.3,董事長,聯網,半導體,張忠謀,卡位,台積電,巨頭,商機,下波,2330,台積,羊年,再創,不墜,出貨,依舊,42,152,不淡,半導體,半導體,出貨,訂單,SEMI,北美,Ratio,出爐,1.03,半導,Bill,董事長,聯網,半導體,張忠謀,卡位,台積電,巨頭,商機,下波,2330,權證,紅盤,指數,向上,動能,台股,基於,勢必,國際,加權指數,中小,野村,基金,億元,台股,優勢,25,ING,投資氣氛,2001,台股,挑戰,主計,上漲,修台灣,成長率,機會,歐美,權值,期間,資金,看好,傳產,位於,傳產股,加權指數,復甦,指標,台股,獲利,表現,台股,紅盤,今天,推估,優勢,大盤,亮麗,元宵節,富邦,資金,看好,傳產,位於,傳產股,加權指數,復甦,指標,台股,獲利,中小,野村,基金,億元,台股,優勢,25,ING,投資氣氛,2001,上漲,亞洲,9638,9600,99.86,11,以來,全線,105,2007,經濟,上漲,數據,指數,2014,三大,1.38,1.55,53.9,54.3"
"up";"摩台,結算,指期,持續,可望,整月,創新,台股,投資,強勁,中石化,國泰,標的,AH,10,AN,086219,CPL,成為,1314,晶片,高通,台積電,代工廠,四顆,全開,MWC,2454,供應鏈,手機,半導體,新高峰,2330,報佳音,2311,封測,帶動,2325,年來,1.03,2330,作收,3300,NXE,6.7,151,10,傳捷報,154.5,ASML,兆元,衝上,台積電,市值,3.5,先進,再創,2.5,3.91,再漲,表現,陸股,早盤,指數,2007,65,亞洲,創新,以來,9696,中石化,國泰,標的,AH,10,AN,086219,CPL,成為,1314,2330,作收,3300,NXE,6.7,151,10,傳捷報,154.5,ASML,摩台,結算,指期,持續,可望,整月,創新,台股,投資,強勁,半導體,新高峰,2330,報佳音,2311,封測,帶動,2325,年來,1.03,台股,九點,九六,專家,上調,大漲,帶量,挑戰,投資人,將先,台股,九點,九六,專家,上調,大漲,帶量,挑戰,投資人,將先,羊年,昨天,上衝,9593,99.86,上漲,9638,1147,9629,千億元"
"down";"壽險,加持,國泰,分析師,台股,2881,延續,成長,富邦金,個別,認購,盤中,權證,上漲,上證指數,ETF,006205,中國,來到,1.77,影響,MSCI,9610,億急,今收,22.82,兩日,80,加權指數,152,指數,萬點,短線,區間,動能,回檔,大寶,來看,台股,出現,出現,高檔,16,相對,期貨,價差,228,分析師,大寶,台股,USB,3.1,內建雙,主機板,台股,5269,九檔,帶動,Type,亮麗,壽險,加持,國泰,分析師,台股,2881,延續,成長,富邦金,個別,出現,高檔,16,相對,期貨,價差,228,分析師,大寶,台股,指數,萬點,短線,區間,動能,回檔,大寶,來看,台股,出現,USB,3.1,內建雙,主機板,台股,5269,九檔,帶動,Type,亮麗,影響,MSCI,9610,億急,今收,22.82,兩日,80,加權指數,152,認購,盤中,權證,上漲,上證指數,ETF,006205,中國,來到,1.77"
"flat";"股東會,融券,個股,回補,旺季,10,伺機,3474,也將,亞科,MWC,等功,圍繞,手機,充電,周邊,倒數,內部,投顧,大會,股東會,融券,個股,回補,旺季,10,伺機,3474,也將,亞科,MWC,等功,圍繞,手機,充電,周邊,倒數,內部,投顧,大會,3008,台積電,MSCI,2330,26,台股,國際,將台,2.5,不過,3008,台積電,MSCI,2330,26,台股,國際,將台,2.5,不過"
"down";"上周五,回檔,作收,27,亞股,大寶,大盤,指數,台股,今亞股,上周五,回檔,作收,27,亞股,大寶,大盤,指數,台股,今亞股,興櫃,測試,企業,6510,中華電信,即將,團隊,上櫃,半導體,堅強,進入,產業,法人,中國,呈現,LED,IC,個股,回補,出現,進入,產業,法人,中國,呈現,LED,IC,個股,回補,出現,大廠,SEMI,來台,國外,台積電,2330,大單,半導體,國際,及盟,大廠,SEMI,來台,國外,台積電,2330,大單,半導體,國際,及盟,興櫃,測試,企業,6510,中華電信,即將,團隊,上櫃,半導體,堅強"
"up";"半導體,羊年,加持,SEMI,2311,五個,協會,以來,台積電,1.03,買超,指數,大盤,台積,大立光,外資,分析師,14,台積電,將是,台積電,精材,法人,3374,參加,15-20,強力,封裝,估計,業務,站上,道瓊,台股,新高,18288.63,5000,不過,9628.06,再創,9642.95,台股,美股,指數,今盤,了結,500,9600,創新,中亞,回檔,台股,美股,指數,今盤,了結,500,9600,創新,中亞,回檔,買超,指數,大盤,台積,大立光,外資,分析師,14,台積電,將是,半導體,羊年,加持,SEMI,2311,五個,協會,以來,台積電,1.03,站上,道瓊,台股,新高,18288.63,5000,不過,9628.06,再創,9642.95,設備,股價,市場,上櫃,3658,商漢,大漲,半導體,5.7,來到,設備,股價,市場,上櫃,3658,商漢,大漲,半導體,5.7,來到,台積電,精材,法人,3374,參加,15-20,強力,封裝,估計,業務"
"flat";"那斯,指數,台股,達克,000,500,寬鬆,再創,帶來,效應,鴻海,日刊,協商,仍未明,回應,前緣,2317,大廠,傳出,媒體,2317,不過,9596.24,9.53,2330,0.16,創新,創高,中場,上證指數,晶片,英特爾,市場,行動,手機,卡位,SoFIA,MWC,力駁,介紹,晶片,英特爾,市場,行動,手機,卡位,SoFIA,MWC,力駁,介紹,指數,個股,台股,多頭,創下,3658,11,先鋒,大盤,600,曾銘宗,條件,不過,外資,國內,改寫,依舊,樂觀,後市,動向,指數,個股,台股,多頭,創下,3658,11,先鋒,大盤,600,那斯,指數,台股,達克,000,500,寬鬆,再創,帶來,效應,鴻海,日刊,協商,仍未明,回應,前緣,2317,大廠,傳出,媒體,題材,族群,二線,2311,6257,一線,3264,20,8150,分別,那斯,指數,台股,達克,000,500,寬鬆,再創,帶來,效應,解盲,時機,仔細,23,822,上櫃,張念,慈昨,台灣浩鼎,揭曉,題材,族群,二線,2311,6257,一線,3264,20,8150,分別,那斯,指數,台股,達克,000,500,寬鬆,再創,帶來,效應,曾銘宗,條件,不過,外資,國內,改寫,依舊,樂觀,後市,動向,供應鏈,個股,Air,Watch,Apple,4938,2330,2317,2474,Macbook,供應鏈,個股,Air,Watch,Apple,4938,2330,2317,2474,Macbook,解盲,時機,仔細,23,822,上櫃,張念,慈昨,台灣浩鼎,揭曉,2317,不過,9596.24,9.53,2330,0.16,創新,創高,中場,上證指數"
"down";"IP,AFE,Design,IEEE,Cadence,802.11,28,ASIC,2330,3443,設備,沉積,原子,2330,儀科,10,國研院,台積電,協議,地化,論壇,17,企業,Taiwan,Conference,19,分析師,Technology,即將,Beyond,IP,AFE,Design,IEEE,Cadence,802.11,28,ASIC,2330,3443,論壇,17,企業,Taiwan,Conference,19,分析師,Technology,即將,Beyond,設備,沉積,原子,2330,儀科,10,國研院,台積電,協議,地化"
"down";"台股,加權指數,9645.77,9600,傳產,半導體,9574,大關,多空,9627,台股,加權指數,9645.77,9600,傳產,半導體,9574,大關,多空,9627"
"down";"開出,28.73,不僅,9617.04,300,1.1,亞股,今早,台股,全數,開出,28.73,不僅,9617.04,300,1.1,亞股,今早,台股,全數,成交量,上周,76,三檔,優你康,以生技,3374,2633,光電,4174,影響,美股,上周五,國際,回測,亞股,大寶,三大,外資,就業,成交量,上周,76,三檔,優你康,以生技,3374,2633,光電,4174,影響,美股,上周五,國際,回測,亞股,大寶,三大,外資,就業"
"down";"巴隆,價格,台灣,各國,亞洲,ECB,600,QE,國家,同時,巴隆,價格,台灣,各國,亞洲,ECB,600,QE,國家,同時,熱錢,急跌,2.3,上證指數,反彈,出現,反應,台幣,亞幣,台股,小回,2330,呈現,國際,台股,3008,大漲,市場,出脫,外資,歷史,億元,修正,新高,2330,626.5,871.2,10,144,25,熱錢,急跌,2.3,上證指數,反彈,出現,反應,台幣,亞幣,台股,分析師,區間,亞股,500,802,213,回檔,回測,單降,呈現,歷史,億元,修正,新高,2330,626.5,871.2,10,144,25,超過,10,外資,台股,3008,億美元,出現,2308,58,今年以來,巴隆,周報,各國,同時,台灣,亞洲,執行,出口業,將有,寬鬆,超過,10,外資,台股,3008,億美元,出現,2308,58,今年以來,分析師,區間,亞股,500,802,213,回檔,回測,單降,呈現,小回,2330,呈現,國際,台股,3008,大漲,市場,出脫,外資,巴隆,周報,各國,同時,台灣,亞洲,執行,出口業,將有,寬鬆"
"up";"雙雙,現貨,倒吃甘蔗,10,兩日,60,加權指數,台積電,午盤,幸在,台股,還是,出現,期貨,今天,不過,協理,2330,國泰,2317,10,半導體,華泰,矽統,慈濟,億元,茹素,兩家,一筆,15,9582,台股,上漲,2330,個股,吸睛股,外資,影響,2014,9542,台股,還是,出現,期貨,今天,不過,協理,2330,國泰,2317,10,半導體,華泰,矽統,慈濟,億元,茹素,兩家,一筆,15,9582,台股,上漲,2330,個股,吸睛股,外資,影響,2014,9542,並將,626.5,2.7,不過,2330,28.1,148,億元,來到,一舉,台股,企業,優勢,具備,動能,三大,分別,國際法,台灣,動向,今早,開出,翻紅,9504.28,動作,332,亞股,匯出,33.25,台股,青睞,法人,年增率,王建民,成績單,合併,天數,春節,成長,3105,雙雙,現貨,倒吃甘蔗,10,兩日,60,加權指數,台積電,午盤,幸在,台股,企業,優勢,具備,動能,三大,分別,國際法,台灣,動向,青睞,法人,年增率,王建民,成績單,合併,天數,春節,成長,3105,並將,626.5,2.7,不過,2330,28.1,148,億元,來到,一舉,今早,開出,翻紅,9504.28,動作,332,亞股,匯出,33.25,台股,台積,精材,及微,12,台積電,10,封裝,將與,感測器,導入,台積,精材,及微,12,台積電,10,封裝,將與,感測器,導入"
"up";"營收,證交所,國內,天數,1.89,iPhone,0.94,干擾,不過,年減,友達,市場,南韓,2330,一碼,2409,大關,指數,3481,台灣,精材,億元,藉由,合併,台積電,49.34,增資,3374,作為,封裝,投資人,關係,上市公司,Investor,250,18,對此,Relations,報名,層面,設備,景氣,SEMI,半導體,今年,來到,405,之譜,15,億美元,投資人,關係,上市公司,Investor,250,18,對此,Relations,報名,層面,精材,億元,藉由,合併,台積電,49.34,增資,3374,作為,封裝,營收,證交所,國內,天數,1.89,iPhone,0.94,干擾,不過,年減,外資,連續,權值,兩日,億元,三個,50,上漲,加權指數,80,台股,美股,挺過,儘管,作收,11,專家,午盤,9523,影響,台股,美股,挺過,儘管,作收,11,專家,午盤,9523,影響,11,股東會,融券,要角,回補,500,強制,宏達,多頭,個股,設備,景氣,SEMI,半導體,今年,來到,405,之譜,15,億美元,代工,A8,億元,出貨,2330,626.45,28.1,天數,台積電,33.8,11,股東會,融券,要角,回補,500,強制,宏達,多頭,個股,期收,帶動,台指,台股,9607,11,悶氣,88,持續,1011,代工,A8,億元,出貨,2330,626.45,28.1,天數,台積電,33.8,外資,連續,權值,兩日,億元,三個,50,上漲,加權指數,80,友達,市場,南韓,2330,一碼,2409,大關,指數,3481,台灣,期收,帶動,台指,台股,9607,11,悶氣,88,持續,1011"
"up";"希臘,財長,000,對著,900,小時,希臘人,一口氣,延長,外債,台股,市場,2330,各國,以生技,則是,2317,來到,各類,600,400,波動,萬餘口,OI,700,市場,履約,Put,12,5.3,400,波動,萬餘口,OI,700,市場,履約,Put,12,5.3,希臘,財長,000,對著,900,小時,希臘人,一口氣,延長,外債,台股,市場,2330,各國,以生技,則是,2317,來到,各類,600,外資,處理器,台積,一舉,A9,191,100,16,2016,2330,外資,處理器,台積,一舉,A9,191,100,16,2016,2330"
"down";"年報,公布,企業,45.6,倒數,30.04,144.85,12,EPS,15,現貨,台積電,今日,跌幅,1.68,146.5,1.3,147,個股,2330,13,充電,2330,供應器,台積電,堆疊,多數,市場,尾盤,亞洲,13,充電,2330,供應器,台積電,堆疊,多數,市場,尾盤,亞洲,台股,上周五,動向,大寶,回測,兩天,亞股,大盤,13,三大,台股,上周五,動向,大寶,回測,兩天,亞股,大盤,13,三大,現貨,台積電,今日,跌幅,1.68,146.5,1.3,147,個股,2330,成交量,上周,光電,4922,64,4990,3374,十檔,半導體業,4969,成交量,上周,光電,4922,64,4990,3374,十檔,半導體業,4969,年報,公布,企業,45.6,倒數,30.04,144.85,12,EPS,15"
"up";"台積電,外資,劉德音,不過,16,台股,150,大漲,執行長,2330,曾銘宗,金管會,立委,昨天,但台,指數,到立,台股,揚升,環境,曾銘宗,金管會,立委,昨天,但台,指數,到立,台股,揚升,環境,關卡,台指,小漲,平低,僅以,16,100,台積電,引發,18,一舉,大漲,上證指數,9600,中國,3478,116,228,今早,亞股,風險,震盪,指期,500,分析師,16,回檔,即將,18,33.09,一舉,大漲,上證指數,9600,中國,3478,116,228,今早,亞股,美股,表現,指數,大盤,上影線,分析師,台股,大漲,600,壓力,台積電,外資,劉德音,不過,16,台股,150,大漲,執行長,2330,風險,震盪,指期,500,分析師,16,回檔,即將,18,33.09,美股,表現,指數,大盤,上影線,分析師,台股,大漲,600,壓力,台股,論壇,投資人,主題,參訪,一對一,國內,各式各樣,僅穩守,大漲,高價股,大立光,大吹,反彈,價齊揚,均線,大盤,3008,升破,2700,台股,論壇,投資人,主題,參訪,一對一,國內,各式各樣,僅穩守,大漲,高價股,大立光,大吹,反彈,價齊揚,均線,大盤,3008,升破,2700,關卡,台指,小漲,平低,僅以,16,100,台積電,引發,18"
"up";"亞洲,2013,企業,競爭力,2014,台灣,相同,2015,亞太經濟,300,指數,45,TPK,Watch,NASDAQ,4.5,2330,Apple,128.34,3673,台積,奈米,16,A9,份額,則是,原估,20,兩成,動能,亞洲,2013,企業,競爭力,2014,台灣,相同,2015,亞太經濟,300,電子,指數,開高,結算,指期,大盤,9600,展現,2330,強勁,博鰲,蕭萬長,將於,論壇,周文重,廿八日,昨天,國家,共同市場,基金會,指數,45,TPK,Watch,NASDAQ,4.5,2330,Apple,128.34,3673,可望,劉德音,154,Altera,2330,創下,154.5,台積,10,傳出,結算,今台,強勁,投資,大關,亞股,9600,三大,指數,17,電子,指數,開高,結算,指期,大盤,9600,展現,2330,強勁,可望,劉德音,154,Altera,2330,創下,154.5,台積,10,傳出,外資,值股,不僅,台積,半導體,台積電,因為,不斷,報告,2330,台積,奈米,16,A9,份額,則是,原估,20,兩成,動能,外資,值股,不僅,台積,半導體,台積電,因為,不斷,報告,2330"
"up";"選擇權,賣權,500-9,買權,平倉,900,集中,1.16,ratio,1.12,外資,目標價,160,2020,台積電,191,10,2330,奈米,189,盤中,上漲,2330,前高,Fed,2317,國聯,不變,在鴻海,台股,台股,外資,加持,回籠,則啟,回補,859,18,在內,內資,台股,3.02,影響,台積,並不,三大,成為,承壓,平盤,18,9700,以大漲,可偏,Fed,出爐,同受,回籠,外資,台股,分析師"
"flat";"急起直追,2317,可成,債務,2330,希臘,國內,成為,急攻,2474,半導體,訂單,製造商,設備,出貨,SEMI,北美,1.04,1.02,Bill,半導體,訂單,製造商,設備,出貨,SEMI,北美,1.04,1.02,Bill,台股,歐系,指數,外資,移除,2912,2454,出現,名單,勝敗,急起直追,2317,可成,債務,2330,希臘,國內,成為,急攻,2474,台股,歐系,指數,外資,移除,2912,2454,出現,名單,勝敗,外資,聲明,要角,匯市,匯入,patient,台灣,FOMC,十檔,公開市場,指標,100,S6,台股,2317,技術,多頭,指標股,指數,2330,奈米,台積電,10,製程,訂單,阿爾特,英特爾,夥伴,14,A8,奈米,台積電,10,製程,訂單,阿爾特,英特爾,夥伴,14,A8,前高,機會,以來,10,699,31,19,736,國聯,2007,指標,100,S6,台股,2317,技術,多頭,指標股,指數,2330"
"down";"奈米,外資,2330,14,16,台積電,共識,成為,報告,20,歐台,短空,分析師,壓力,並未,兆豐,9800,外資,2330,大漲,奈米,外資,2330,14,16,台積電,共識,成為,報告,20,指數,震盪,三大,美股,收紅,加權指數,國際,今盤,大寶,台股,歐台,短空,分析師,壓力,並未,兆豐,9800,外資,2330,大漲,台股,均線,上漲,力拱台,Fed,匯集,亞股,外資,喊話,人氣,台股,均線,上漲,力拱台,Fed,匯集,亞股,外資,喊話,人氣,今早,紀錄,9758.0,15,9772,上漲,200,9859,前進,再創,指數,震盪,三大,美股,收紅,加權指數,國際,今盤,大寶,台股,今早,紀錄,9758.0,15,9772,上漲,200,9859,前進,再創"
"down";"青睞,個股,名單,2324,2882,中則,仁寶,2330,3008,4904,台灣,最佳,亞洲,大哥大,副總,23,執行,企業,佳績,2015,台灣,最佳,亞洲,大哥大,副總,23,執行,企業,佳績,2015,成交,金額,昨天,後頭,上櫃,2.7,個股,成交額,億元,拋在,設備,半導體,報導,三星電子,壞消息,商是,延後,或許,現有,採購,Apple,Pay,行動,支付,Adoption,And,Behavior,商機,不過,市場,2330,亞股,9759.96,3008,三大,1.87,今早,台積電,剩聯,2454,設備,半導體,報導,三星電子,壞消息,商是,延後,或許,現有,採購,股東,上櫃,精材,控股,42,3374,23,OmniVision,價格,Vi,青睞,個股,名單,2324,2882,中則,仁寶,2330,3008,4904,Apple,Pay,行動,支付,Adoption,And,Behavior,商機,不過,市場,成交,金額,昨天,後頭,上櫃,2.7,個股,成交額,億元,拋在,股東,上櫃,精材,控股,42,3374,23,OmniVision,價格,Vi,2330,亞股,9759.96,3008,三大,1.87,今早,台積電,剩聯,2454"
"down";"美國,9730,三大,上漲,亞股,9700,周線,上證指數,市場,台股,蘋果,外資,份額,2330,優於,亞系,A9,16,下單,台積電,預估,機會,投資人,代工廠,A9,權證,爭奪戰,傳出,確立,喧騰,純益,億元,7.66,3265,上櫃,61,3.71,16.34,4.98,11.5,純益,億元,7.66,3265,上櫃,61,3.71,16.34,4.98,11.5,蘋果,外資,份額,2330,優於,亞系,A9,16,下單,台積電,美國,9730,三大,上漲,亞股,9700,周線,上證指數,市場,台股,創意,設計,北美,IP,季應,台積電,3443,廠商,持續,2330,創意,設計,北美,IP,季應,台積電,3443,廠商,持續,2330,預估,機會,投資人,代工廠,A9,權證,爭奪戰,傳出,確立,喧騰,稅後,台積電,450,EPS,光以,2330,單季,24,季財報,144.85,稅後,台積電,450,EPS,光以,2330,單季,24,季財報,144.85"
"down";"上櫃,精材,申購,公開,27,凍結資金,30,台積電,供應鏈,封裝,外資,33,和碩,國際,呈現,億元,2474,展開,如可成,個股,外資,33,和碩,國際,呈現,億元,2474,展開,如可成,個股,台股,10,出現,26,儘管,9600,國際,季後台,壓力,88,指數,3.64,中箭落馬,亞股,292,2.37,但港滬,4.6,創近,15.7,半導體,重挫,4.3,ADR,加權指數,了結,2330,受美股,台積,25,外資,五檔,資金,超前,25,524.23,億元,匯入,到昨,亞科,台股,10,出現,26,儘管,9600,國際,季後台,壓力,88,上櫃,精材,申購,公開,27,凍結資金,30,台積電,供應鏈,封裝,半導體,重挫,4.3,ADR,加權指數,了結,2330,受美股,台積,25,外資,五檔,資金,超前,25,524.23,億元,匯入,到昨,亞科,指數,3.64,中箭落馬,亞股,292,2.37,但港滬,4.6,創近,15.7"
"down";"指期,千口,動盪,影響,兆豐,分析師,呈現,國際,持續,市場,協理,台股,500,保衛戰,亞股,三大,26,壓回,600,作收,億元,台積電,Ti,上櫃,二線,15.0,不淡,合併,14.85,3264,股息,不過,4930,台股,全數,回檔,大盤,600,對於,26,格羅,方德,記憶體,技術,揮發性,晶片,嵌入式,商機,eNVM,大廠,股息,不過,4930,台股,全數,回檔,大盤,600,對於,26,指期,千口,動盪,影響,兆豐,分析師,呈現,國際,持續,市場,營收,台積電,不及,兩成,20,報告,原估,12,奈米,外資,重挫,大跌,昨天,9619,9600,25,1.32,145.5,3.64,4.6,指數,台股,走低,出現,9650,心態,成為,9400,115.40,拉長,台積電,晶圓,代工,12,但台,半導體,可達,26,優於,台積,億元,台積電,Ti,上櫃,二線,15.0,不淡,合併,14.85,3264,超過,持續,大盤,全數,大軍,壓境,2330,2317,台積電,平盤,外資,台塑,600,619,億元,保衛戰,26,201,四寶,台積,指期,重挫,3.64,天在,大盤,外資,26,市場,分析師,承壓,外資,台塑,600,619,億元,保衛戰,26,201,四寶,台積,台積電,晶圓,代工,12,但台,半導體,可達,26,優於,台積,指數,台股,走低,出現,9650,心態,成為,9400,115.40,拉長,格羅,方德,記憶體,技術,揮發性,晶片,嵌入式,商機,eNVM,大廠,財報,26,市場,台股,3498,參與,引領,成為,投資人,倒數,財報,26,市場,台股,3498,參與,引領,成為,投資人,倒數,台股,9600,動作,動能,9436,分析師,國際,外資,壓力,回測,重挫,大跌,昨天,9619,9600,25,1.32,145.5,3.64,4.6,超過,持續,大盤,全數,大軍,壓境,2330,2317,台積電,平盤,營收,台積電,不及,兩成,20,報告,原估,12,奈米,外資,指期,重挫,3.64,天在,大盤,外資,26,市場,分析師,承壓,協理,台股,500,保衛戰,亞股,三大,26,壓回,600,作收,台股,9600,動作,動能,9436,分析師,國際,外資,壓力,回測"
"flat";"動能,台股,上漲,2330,不過,2317,大盤,指期,指數,27,Altera,傳出,則再,半導體,分析師,併購,傳言,台積電,台積,2330,季線,回穩,中國,一帶,亞股,9533.38,9450,今摩台,29.66,今早,周期,市場,26,壓回,加劇,20,503,收盤,支撐,國際,上櫃,3374,凱基,iPhone,億元,iPad,台積電,吸睛,150,42,台股,回檔,可選台,保衛戰,29,2330,500,投資人,國際,兆豐,Altera,傳出,則再,半導體,分析師,併購,傳言,台積電,台積,2330,摩台期,結算,作價,外資,今日,促使,協理,低點,作帳,來到,動能,台股,上漲,2330,不過,2317,大盤,指期,指數,27,賣壓,台積電,權值,持續,2330,中聯,噴嚏,亞股,台股,情況,上櫃,3374,凱基,iPhone,億元,iPad,台積電,吸睛,150,42,台股,回檔,可選台,保衛戰,29,2330,500,投資人,國際,兆豐,獲利,台股,企業,傳產,修台,並無太大,2014,2015,傾向,上漲,季線,回穩,中國,一帶,亞股,9533.38,9450,今摩台,29.66,今早,賣壓,台積電,權值,持續,2330,中聯,噴嚏,亞股,台股,情況,周期,市場,26,壓回,加劇,20,503,收盤,支撐,國際,Altera,一筆,42,54.2,500,3374,2330,10.8,25.7,52.8,預期,股本,將呈,反彈,專家,國聯,及美股,傾向,周將,清明節,摩台期,結算,作價,外資,今日,促使,協理,低點,作帳,來到,台股,二天,企圖,9500,低點,2395,力守,外資,9503,主軸,股價,季線,南僑,回測,互異,其趣,3.82,外資,對比,2330,台股,二天,企圖,9500,低點,2395,力守,外資,9503,主軸,股價,季線,南僑,回測,互異,其趣,3.82,外資,對比,2330,預期,股本,將呈,反彈,專家,國聯,及美股,傾向,周將,清明節,Altera,一筆,42,54.2,500,3374,2330,10.8,25.7,52.8,獲利,台股,企業,傳產,修台,並無太大,2014,2015,傾向,上漲"
